"ID","N","gap","Length_before","Length_after","Year","cluster"
"KY210232",0,0,1353,1353,2011,3
"KY210233",0,0,1353,1353,2011,4
"KY210234",0,0,1353,1353,2011,3
"KY210235",0,0,1353,1353,2011,3
"KY210236",0,0,1353,1353,2011,NA
"KY210237",0,0,1353,1353,2011,4
"KY210238",0,0,1353,1353,2011,3
"KY210239",0,0,1353,1353,2011,3
"KY210240",0,0,1353,1353,2011,4
"KY210241",0,0,1353,1353,2011,3
"KY210242",0,0,1353,1353,2011,4
"KY210243",0,0,1353,1353,2011,3
"KY210244",0,0,1353,1353,2011,NA
"KY210245",0,0,1353,1353,2012,2
"KY210246",0,0,1353,1353,2012,3
"KY210247",0,0,1353,1353,2012,3
"KY210248",0,0,1353,1353,2012,NA
"KY210249",0,0,1353,1353,2012,3
"KY210250",0,0,1353,1353,2012,3
"KY210251",0,0,1353,1353,2012,3
"KY210252",0,0,1353,1353,2012,2
"KY210253",0,0,1353,1353,2013,2
"KY210254",0,0,1353,1353,2013,2
"KY210255",0,0,1353,1353,2013,2
"KY210256",0,0,1353,1353,2013,2
"KY210257",0,0,1353,1353,2013,4
"KY210258",0,0,1353,1353,2013,3
"KY210259",0,0,1353,1353,2013,3
"KY210260",0,0,1353,1353,2013,3
"KY210261",0,0,1353,1353,2013,4
"KY210262",0,0,1353,1353,2013,NA
"KY210263",0,0,1353,1353,2013,2
"KY210264",0,0,1353,1353,2013,2
"KY210265",0,0,1353,1353,2013,NA
"KY210266",0,0,1353,1353,2013,2
"KY210267",0,0,1353,1353,2013,NA
"KY210268",0,0,1353,1353,2013,NA
"KY210269",0,0,1353,1353,2013,4
"KY210270",0,0,1353,1353,2013,4
"KY210271",0,0,1353,1353,2013,3
"KY210272",0,0,1353,1353,2013,3
"KY210273",0,0,1353,1353,2013,NA
"KY210274",0,0,1353,1353,2013,4
"KY210275",0,0,1353,1353,2013,2
"KY210276",0,0,1353,1353,2013,NA
"KY210277",0,0,1353,1353,2011,4
"KY210278",0,0,1353,1353,2011,NA
"KY210279",0,0,1353,1353,2011,4
"KY210280",0,0,1353,1353,2012,2
"KY210281",0,0,1353,1353,2012,2
"KY210282",0,0,1353,1353,2012,2
"KY210283",0,0,1353,1353,2012,4
"KY210284",0,0,1353,1353,2012,4
"KY210285",0,0,1353,1353,2012,2
"KY210286",0,0,1353,1353,2011,NA
"KY210287",0,0,1353,1353,2012,NA
"KY210288",0,0,1353,1353,2012,NA
"KY210289",0,0,1353,1353,2012,3
"KY210290",0,0,1353,1353,2012,3
"KY210291",0,0,1353,1353,2012,3
"KY210292",0,0,1353,1353,2012,3
"KY210293",0,0,1353,1353,2012,3
"KY210294",0,0,1353,1353,2012,4
"KY210295",0,0,1353,1353,2012,NA
"KY210296",0,0,1353,1353,2012,NA
"KY210297",0,0,1353,1353,2012,NA
"KY210298",0,0,1353,1353,2012,NA
"KY210299",0,0,1353,1353,2012,3
"KY210300",0,0,1353,1353,2012,3
"KY210301",0,0,1353,1353,2012,3
"KY210302",0,0,1353,1353,2012,3
"KY210303",0,0,1353,1353,2012,NA
"KY210304",0,0,1353,1353,2012,4
"KY210305",0,0,1353,1353,2012,NA
"KY210306",0,0,1353,1353,2012,2
"KY210307",0,0,1353,1353,2012,3
"KY210308",0,0,1353,1353,2012,NA
"KY210309",0,0,1353,1353,2012,2
"KY210310",0,0,1353,1353,2012,4
"KY210311",0,0,1353,1353,2012,2
"MN726802",138,0,1353,1215,2016,NA
"MN726803",0,228,1353,1125,2018,NA
"MN726804",0,0,1353,1353,2015,NA
"MN726806",0,979,1353,374,2017,NA
"MN726807",60,41,1353,1252,2017,NA
"MN726808",0,41,1353,1312,2016,NA
"MN726809",5,0,1353,1348,2016,NA
"MN726811",0,270,1353,1083,2017,NA
"MN726813",1,480,1353,872,2017,NA
"MN726815",0,0,1353,1353,2015,NA
"MN726817",0,0,1353,1353,2016,NA
"MN726818",0,0,1353,1353,2015,NA
"MN726820",1,7,1353,1345,2017,NA
"MN726822",0,270,1353,1083,2018,NA
"MN726823",0,228,1353,1125,2017,NA
"MN726824",0,0,1353,1353,2016,NA
"MN726825",4,58,1353,1291,2015,NA
"MN726826",0,0,1353,1353,2016,NA
"MN726827",0,0,1353,1353,2017,NA
"MN726828",145,0,1353,1208,2017,NA
"MN726829",8,52,1353,1293,2017,2
"MN726832",1,270,1353,1082,2017,NA
"MN726833",3,5,1353,1345,2017,2
"MN726834",353,228,1353,772,2017,NA
"MN726835",2,0,1353,1351,2017,NA
