"ID","N","gap","Length_before","Length_after","Year","cluster"
"KY210220",0,11,11924,11913,2008,"Cosmopolitan AF1b_A1.1"
"KY210221",147,12,11924,11765,2008,"Cosmopolitan AF1b_A1.1"
"KY210222",0,2,11924,11922,2009,"Cosmopolitan AF1b_A1.1"
"KY210223",0,11,11924,11913,2007,"A1.1.1"
"KY210224",0,2,11924,11922,2010,"Cosmopolitan AF1b_A1.1.2"
"KY210225",0,2,11924,11922,2011,"Cosmopolitan AF1b_C1"
"KY210226",1,5,11924,11918,2011,"Cosmopolitan AF1b_A1.1.2"
"KY210227",0,11,11924,11913,2011,"A1.1.1"
"KY210228",194,68,11924,11662,2011,"Cosmopolitan AF1b_A1.1"
"KY210229",0,2,11924,11922,2011,"Cosmopolitan AF1b_B1.1.1"
"KY210230",0,2,11924,11922,2011,"Cosmopolitan AF1b_A1.1.2"
"KY210231",0,2,11924,11922,2011,"Cosmopolitan AF1b_C1"
"KY210232",0,2,11924,11922,2011,"Cosmopolitan AF1b_C1"
"KY210233",0,2,11924,11922,2011,"A1.1.1"
"KY210234",8,11,11924,11905,2011,"Cosmopolitan AF1b_C1"
"KY210235",0,2,11924,11922,2011,"Cosmopolitan AF1b_C1"
"KY210236",0,11,11924,11913,2011,"Cosmopolitan AF1b_A1.1.2"
"KY210237",0,4,11924,11920,2011,"A1.1.1"
"KY210238",0,2,11924,11922,2011,"Cosmopolitan AF1b_B1.1.1"
"KY210239",0,2,11924,11922,2011,"Cosmopolitan AF1b_C1"
"KY210240",0,40,11924,11884,2011,"A1.1.1"
"KY210241",0,19,11924,11905,2011,"Cosmopolitan AF1b_C1"
"KY210242",0,2,11924,11922,2011,"A1.1.1"
"KY210243",0,11,11924,11913,2011,"Cosmopolitan AF1b_C1"
"KY210244",0,68,11924,11856,2011,"Cosmopolitan AF1b_A1.1.2"
"KY210245",0,2,11924,11922,2012,"A1.1.1"
"KY210246",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210247",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210248",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.2"
"KY210249",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210250",0,5,11924,11919,2012,"Cosmopolitan AF1b_C1"
"KY210251",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210252",0,2,11924,11922,2012,"A1.1.1"
"KY210253",0,2,11924,11922,2013,"A1.1.1"
"KY210254",0,3,11924,11921,2013,"A1.1.1"
"KY210255",0,2,11924,11922,2013,"A1.1.1"
"KY210256",0,2,11924,11922,2013,"A1.1.1"
"KY210257",0,2,11924,11922,2013,"A1.1.1"
"KY210258",0,3,11924,11921,2013,"Cosmopolitan AF1b_C1"
"KY210259",0,5,11924,11919,2013,"Cosmopolitan AF1b_B1.1"
"KY210260",6,27,11924,11891,2013,"Cosmopolitan AF1b_C1"
"KY210261",0,2,11924,11922,2013,"A1.1.1"
"KY210262",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.2"
"KY210263",0,2,11924,11922,2013,"A1.1.1"
"KY210264",0,2,11924,11922,2013,"A1.1.1"
"KY210265",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.2"
"KY210266",0,2,11924,11922,2013,"A1.1.1"
"KY210267",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.1"
"KY210268",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.3"
"KY210269",0,2,11924,11922,2013,"A1.1.1"
"KY210270",0,2,11924,11922,2013,"A1.1.1"
"KY210271",0,2,11924,11922,2013,"Cosmopolitan AF1b_C1"
"KY210272",0,2,11924,11922,2013,"Cosmopolitan AF1b_C1"
"KY210273",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.2"
"KY210274",0,2,11924,11922,2013,"A1.1.1"
"KY210275",0,11,11924,11913,2013,"A1.1.1"
"KY210276",0,2,11924,11922,2013,"Cosmopolitan AF1b_A1.1.2"
"KY210277",0,2,11924,11922,2011,"A1.1.1"
"KY210278",0,5,11924,11919,2011,"Cosmopolitan AF1b_A1.1.3"
"KY210279",8,62,11924,11854,2011,"A1.1.1"
"KY210280",5,2,11924,11917,2012,"A1.1.1"
"KY210281",0,2,11924,11922,2012,"A1.1.1"
"KY210282",0,55,11924,11869,2012,"A1.1.1"
"KY210283",0,2,11924,11922,2012,"A1.1.1"
"KY210284",17,11,11924,11896,2012,"A1.1.1"
"KY210285",0,2,11924,11922,2012,"A1.1.1"
"KY210286",0,3,11924,11921,2011,"Cosmopolitan AF1b_A1.1.3"
"KY210287",7,51,11924,11866,2012,"Cosmopolitan AF1b_A1.1.3"
"KY210288",0,3,11924,11921,2012,"Cosmopolitan AF1b_A1.1.3"
"KY210289",0,5,11924,11919,2012,"Cosmopolitan AF1b_C1"
"KY210290",0,5,11924,11919,2012,"Cosmopolitan AF1b_C1"
"KY210291",0,2,11924,11922,2012,"Cosmopolitan AF1b_B1.1.1"
"KY210292",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210293",0,10,11924,11914,2012,"Cosmopolitan AF1b_C1"
"KY210294",0,4,11924,11920,2012,"A1.1.1"
"KY210295",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.3"
"KY210296",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.3"
"KY210297",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.2"
"KY210298",0,5,11924,11919,2012,"Cosmopolitan AF1b_A1.1.2"
"KY210299",0,11,11924,11913,2012,"Cosmopolitan AF1b_C1"
"KY210300",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210301",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210302",0,5,11924,11919,2012,"Cosmopolitan AF1b_C1"
"KY210303",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.2"
"KY210304",0,2,11924,11922,2012,"A1.1.1"
"KY210305",0,2,11924,11922,2012,"Cosmopolitan AF1b_A1.1.2"
"KY210306",0,2,11924,11922,2012,"A1.1.1"
"KY210307",0,2,11924,11922,2012,"Cosmopolitan AF1b_C1"
"KY210308",0,49,11924,11875,2012,"Cosmopolitan AF1b_A1.1.3"
"KY210309",0,19,11924,11905,2012,"A1.1.1"
"KY210310",0,33,11924,11891,2012,"A1.1.1"
"KY210311",0,5,11924,11919,2012,"A1.1.1"
"MN726802",562,770,11924,10592,2016,"Cosmopolitan AF1b_A1.1.3"
"MN726803",217,3346,11924,8361,2018,"Cosmopolitan AF1b_A1"
"MN726804",0,2,11924,11922,2015,NA
"MN726806",0,2851,11924,9073,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726807",587,1287,11924,10050,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726808",1,118,11924,11805,2016,"Cosmopolitan AF1b_A1.1.3"
"MN726809",689,792,11924,10443,2016,"Cosmopolitan AF1b_A1.1.3"
"MN726811",661,1969,11924,9294,2017,"Cosmopolitan AF1b_B1"
"MN726813",456,4259,11924,7209,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726815",0,56,11924,11868,2015,"Cosmopolitan AF1b_A1.1.3"
"MN726817",306,291,11924,11327,2016,"Cosmopolitan AF1b_A1.1.3"
"MN726818",0,56,11924,11868,2015,"Cosmopolitan AF1b_A1.1.3"
"MN726820",19,105,11924,11800,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726822",762,1666,11924,9496,2018,"Cosmopolitan AF1b_B1"
"MN726823",505,1161,11924,10258,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726824",150,292,11924,11482,2016,"A1"
"MN726825",4,192,11924,11728,2015,"Cosmopolitan AF1b_A1.1.3"
"MN726826",80,56,11924,11788,2016,"A1"
"MN726827",284,56,11924,11584,2017,"A1"
"MN726828",649,1218,11924,10057,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726829",470,1227,11924,10227,2017,"A1.1.1"
"MN726832",313,1839,11924,9772,2017,"Cosmopolitan AF1b_B1"
"MN726833",171,444,11924,11309,2017,"A1.1.1"
"MN726834",527,5502,11924,5895,2017,"Cosmopolitan AF1b_A1.1.3"
"MN726835",244,599,11924,11081,2017,"Cosmopolitan AF1b_A1.1.3"
"KC252634",0,123,11924,11801,2011,"Asian SEA1b_A1"
"KC660078",0,125,11924,11799,2012,"Asian SEA1b_A1"
"MG201922",0,123,11924,11801,2012,"Asian SEA1b_A1"
"MG458321",0,123,11924,11801,2018,"Asian SEA1b_A1"
"MK567666",0,123,11924,11801,2013,"Asian SEA1b_A1"
"MK689674",0,159,11924,11765,2017,"Asian SEA1b_A1"
"MK689675",0,158,11924,11766,2017,"Asian SEA1b_A1"
"MK689676",0,159,11924,11765,2017,"Asian SEA1b_A1"
"MN186249",0,123,11924,11801,2018,"Asian SEA1b_A1"
"MN186250",0,126,11924,11798,2018,"Asian SEA1b_A1"
