"ID","N","gap","Length_before","Length_after","Year","cluster"
"KX148150",0,119,12042,11923,1986,42
"LT909532",0,118,12042,11924,2018,42
"KX148146",0,119,12042,11923,1993,32
"KX148147",0,116,12042,11926,1988,32
"MF197743",0,119,12042,11923,2010,23
"KX148152",0,119,12042,11923,1996,23
"KX148153",0,110,12042,11932,1996,23
"KX148154",0,161,12042,11881,1997,23
"KX148151",0,116,12042,11926,1996,23
"KX148155",0,169,12042,11873,1993,18
"KX148156",0,119,12042,11923,1991,18
"KX148157",0,119,12042,11923,1993,18
"KX148158",0,119,12042,11923,1993,18
"MK760744",0,119,12042,11923,2014,62
"MK760755",0,128,12042,11914,2014,62
"MK760700",0,193,12042,11849,2012,62
"MK760706",0,157,12042,11885,2012,62
"MK760723",0,158,12042,11884,2013,62
"MK760712",0,119,12042,11923,2013,43
"MK760734",0,119,12042,11923,2013,43
"KX148159",0,119,12042,11923,1974,29
"MK760731",0,119,12042,11923,2014,29
"MK760753",0,119,12042,11923,2014,29
"MK760707",0,119,12042,11923,2012,29
"KT728348",0,175,12042,11867,2003,24
"KT728349",0,128,12042,11914,2003,24
"KC595281",0,119,12042,11923,2011,19
"KC595282",0,119,12042,11923,2011,19
"KC595283",0,119,12042,11923,2011,19
"MF197741",0,119,12042,11923,2008,19
"KC595280",0,125,12042,11917,2011,19
"KP997032",0,119,12042,11923,2014,19
"JQ944705",0,119,12042,11923,2008,19
"MF172976",0,119,12042,11923,2018,63
"MH267792",0,120,12042,11922,2017,63
"KY649620",0,119,12042,11923,2018,63
"KC252633",0,121,12042,11921,2011,63
"KM016899",0,119,12042,11923,2014,63
"KY765901",0,139,12042,11903,2012,11
"LN879480",0,119,12042,11923,2002,11
"JQ944708",1,122,12042,11919,2008,10
"KX148160",0,119,12042,11923,1991,10
"KX148161",0,119,12042,11923,1972,3
"MG458312",5,128,12042,11909,1997,3
"KY860596",0,119,12042,11923,2014,64
"KY860597",0,119,12042,11923,2014,64
"KY860600",2,128,12042,11912,2014,64
"KY860594",0,128,12042,11914,2012,64
"KY860598",0,128,12042,11914,2014,64
"KY860599",0,167,12042,11875,2014,64
"KY860591",0,119,12042,11923,2008,64
"KY860602",0,119,12042,11923,2014,64
"KY860601",0,164,12042,11878,2014,64
"KY860593",0,188,12042,11854,2010,44
"KY860589",0,127,12042,11915,2006,44
"KY860592",0,119,12042,11923,2009,44
"KY860588",0,120,12042,11922,2004,33
"KY860584",0,177,12042,11865,1999,33
"KY860583",0,119,12042,11923,1999,25
"KY860586",1,119,12042,11922,2001,65
"KY860595",8,152,12042,11882,2012,65
"KY860603",2,217,12042,11823,2015,65
"KY860587",113,213,12042,11716,2001,65
"KY860590",0,122,12042,11920,2007,65
"KY860585",170,197,12042,11675,2001,25
"KY860607",0,128,12042,11914,2001,20
"KY860608",0,122,12042,11920,2001,20
"MK760711",0,128,12042,11914,2013,66
"MK760746",0,119,12042,11923,2014,66
"MK760717",0,128,12042,11914,2013,66
"MK760743",0,128,12042,11914,2014,66
"MK760714",0,164,12042,11878,2013,66
"MK760730",1,119,12042,11922,2014,66
"MK760718",2,128,12042,11912,2013,66
"KY860612",0,119,12042,11923,1989,66
"KX148162",0,119,12042,11923,1993,67
"KX148164",0,119,12042,11923,1993,67
"KX148165",0,121,12042,11921,1993,67
"KX148166",0,188,12042,11854,1993,67
"KX148163",0,119,12042,11923,1993,67
"KX148167",0,119,12042,11923,1993,45
"KY860609",0,128,12042,11914,2001,45
"MK760708",1,122,12042,11919,2012,68
"MK760767",0,122,12042,11920,2015,68
"MK760721",0,119,12042,11923,2013,68
"MK760733",0,123,12042,11919,2014,68
"MK760765",0,119,12042,11923,2014,68
"MK760713",0,119,12042,11923,2013,68
"MK760748",0,120,12042,11922,2014,68
"MK760693",0,119,12042,11923,2009,34
"MK760732",0,119,12042,11923,2014,34
"MK760725",1,123,12042,11918,2013,69
"MK760752",0,119,12042,11923,2014,69
"MK760685",0,119,12042,11923,2009,69
"MK760762",804,168,12042,11070,2014,69
"MK760703",0,119,12042,11923,2012,69
"MK760749",0,120,12042,11922,2014,69
"MK760726",0,119,12042,11923,2013,21
"MK760705",0,119,12042,11923,2012,70
"MK760750",0,119,12042,11923,2014,70
"MK760722",0,119,12042,11923,2013,70
"MK760689",0,119,12042,11923,2010,70
"MK760698",0,119,12042,11923,2012,70
"MK760674",0,169,12042,11873,2008,21
"MK760696",0,169,12042,11873,2012,21
"MK760737",0,119,12042,11923,2013,71
"MK760740",0,120,12042,11922,2013,71
"MK760736",0,120,12042,11922,2014,71
"MK760724",0,119,12042,11923,2013,71
"MK760694",0,240,12042,11802,2009,71
"MK760677",0,240,12042,11802,2009,21
"MK760701",0,240,12042,11802,2012,21
"MK760704",0,240,12042,11802,2012,21
"MK760699",0,240,12042,11802,2012,21
"MK760758",0,240,12042,11802,2014,21
"MK760738",0,240,12042,11802,2014,21
"MK760671",0,240,12042,11802,2008,21
"MK760741",0,239,12042,11803,2013,21
"MK760754",0,242,12042,11800,2014,21
"MK760720",0,242,12042,11800,2013,21
"MK760745",0,242,12042,11800,2014,21
"MK760670",0,241,12042,11801,2008,21
"MK760716",0,241,12042,11801,2013,21
"KX148185",0,241,12042,11801,1996,16
"MK760695",0,241,12042,11801,2011,16
"MK760742",0,241,12042,11801,2014,16
"MK760715",0,241,12042,11801,2013,16
"LT909526",0,241,12042,11801,2018,15
"MK760681",0,241,12042,11801,2009,15
"MK760697",0,241,12042,11801,2012,15
"MK760683",0,241,12042,11801,2009,15
"MK760763",0,241,12042,11801,2014,15
"MK760669",0,241,12042,11801,2008,15
"MK760751",0,241,12042,11801,2014,15
"MK760759",0,241,12042,11801,2014,15
"MK760673",0,242,12042,11800,2008,12
"MK760710",0,242,12042,11800,2013,12
"MK760727",0,241,12042,11801,2013,72
"MK760728",0,242,12042,11800,2014,72
"MK760709",0,241,12042,11801,2012,72
"MK760739",0,241,12042,11801,2013,72
"MK760764",0,241,12042,11801,2014,72
"MK760688",0,240,12042,11802,2009,35
"MK760668",0,241,12042,11801,2008,35
"MK760686",0,241,12042,11801,2009,35
"MK760667",0,241,12042,11801,2008,73
"MK760692",0,241,12042,11801,2009,73
"MK760672",0,241,12042,11801,2008,73
"MK760678",0,241,12042,11801,2009,73
"KX148186",0,241,12042,11801,1984,73
"KX148177",0,241,12042,11801,1996,74
"KX148178",0,240,12042,11802,1996,74
"KX148179",0,241,12042,11801,1996,74
"KX148180",0,241,12042,11801,1993,74
"KX148181",0,241,12042,11801,1996,74
"KX148182",0,240,12042,11802,1996,74
"KX148183",0,241,12042,11801,1993,74
"KX148184",0,241,12042,11801,1996,74
"KX148168",0,241,12042,11801,1987,75
"LT909540",0,241,12042,11801,2018,75
"LT909533",0,241,12042,11801,2018,75
"KX148169",0,241,12042,11801,1990,75
"KX148171",0,241,12042,11801,1991,75
"KX148170",0,241,12042,11801,1990,75
"KX148174",0,240,12042,11802,1998,76
"KX148175",0,241,12042,11801,1998,76
"KX148173",0,241,12042,11801,1997,76
"KX148176",0,241,12042,11801,2004,76
"KX148172",0,241,12042,11801,1987,76
"KY860604",0,241,12042,11801,2000,30
"KY860605",0,241,12042,11801,2001,30
"KY860606",0,241,12042,11801,2001,5
"KY860611",0,241,12042,11801,2001,5
"MK760680",0,241,12042,11801,2008,77
"MK760719",0,241,12042,11801,2013,77
"MK760691",0,241,12042,11801,2009,77
"MK760687",0,241,12042,11801,2009,77
"KX148190",0,241,12042,11801,1976,77
"KX148189",0,241,12042,11801,1985,46
"KX148187",0,241,12042,11801,1996,46
"KX148188",0,241,12042,11801,1991,46
"KX148191",0,241,12042,11801,1993,2
"KX148192",0,241,12042,11801,1993,2
"MG458319",0,241,12042,11801,2012,1
"MK760747",0,241,12042,11801,2014,78
"MK760760",0,241,12042,11801,2014,78
"MK760756",0,241,12042,11801,2014,78
"MK760684",0,241,12042,11801,2009,78
"MK760675",0,241,12042,11801,2008,78
"MK760679",0,241,12042,11801,2008,47
"MK760690",0,240,12042,11802,2010,47
"MK760757",0,240,12042,11802,2014,36
"MK760676",0,237,12042,11805,2009,36
"MK760682",0,237,12042,11805,2009,36
"KF155000",0,238,12042,11804,2010,26
"JQ944706",0,238,12042,11804,2008,26
"KY860610",0,238,12042,11804,2001,26
"KX148212",0,238,12042,11804,1993,22
"MK760766",0,238,12042,11804,2015,22
"GQ918139",0,235,12042,11807,2010,79
"HQ891318",0,237,12042,11805,2011,79
"HM535790",0,238,12042,11804,2010,79
"LC325820",0,241,12042,11801,2018,79
"DQ875050",0,242,12042,11800,2006,79
"DQ099525",0,241,12042,11801,2005,48
"LT839616",0,241,12042,11801,2017,48
"JQ944709",0,241,12042,11801,2008,13
"AB839169",0,240,12042,11802,2013,80
"AB839170",0,241,12042,11801,2013,80
"AB085828",0,241,12042,11801,2003,80
"GU565704",0,241,12042,11801,1948,80
"FJ577895",0,240,12042,11802,2009,80
"GU565703",0,241,12042,11801,1948,80
"DQ099524",0,239,12042,11803,2005,80
"KX148110",0,239,12042,11803,1991,81
"KX148111",0,240,12042,11802,1991,81
"KX148102",0,238,12042,11804,1991,81
"LT909544",0,248,12042,11794,2018,81
"KT006769",0,248,12042,11794,2013,81
"KX708503",0,248,12042,11794,2014,81
"KX708504",0,249,12042,11793,2008,81
"HQ450386",0,249,12042,11793,2011,49
"KX708502",0,244,12042,11798,2012,49
"KX148112",0,128,12042,11914,1991,13
"JQ685899",147,130,12042,11765,2009,13
"JQ685943",0,119,12042,11923,2009,13
"KX708499",0,128,12042,11914,2015,8
"KX708501",0,119,12042,11923,2013,8
"KX708500",0,119,12042,11923,2014,8
"MK760769",1,122,12042,11919,2009,82
"MK760770",0,128,12042,11914,2009,82
"MG458316",194,186,12042,11662,1998,82
"MG458315",0,119,12042,11923,1998,82
"MG458317",0,119,12042,11923,1999,82
"KX148101",0,119,12042,11923,1979,50
"MK760768",0,119,12042,11923,2007,50
"KF154998",0,119,12042,11923,1950,50
"JQ685894",8,128,12042,11906,1994,37
"JQ685970",0,119,12042,11923,1974,37
"KX148214",0,128,12042,11914,1995,83
"KX148215",0,122,12042,11920,1995,83
"KX148216",0,119,12042,11923,1986,83
"AB517659",0,119,12042,11923,2012,83
"KC737850",0,158,12042,11884,2011,83
"AB362483",0,137,12042,11905,2009,51
"KM594039",0,119,12042,11923,2009,51
"AB517660",0,128,12042,11914,2012,51
"KX148217",0,184,12042,11858,1986,51
"LT909530",0,119,12042,11923,2018,38
"LT909543",0,119,12042,11923,2018,38
"JQ685967",0,119,12042,11923,2012,7
"KX148213",0,119,12042,11923,1982,7
"AB645847",0,119,12042,11923,2012,7
"JQ685944",0,122,12042,11920,1984,7
"KX148104",0,119,12042,11923,1978,6
"MG458309",0,119,12042,11923,1978,6
"KR534244",0,119,12042,11923,2011,14
"KY210241",0,120,12042,11922,2011,14
"KY210272",0,119,12042,11923,2013,14
"KY210231",0,119,12042,11923,2011,14
"KY210251",0,119,12042,11923,2012,14
"KR534249",0,120,12042,11922,2011,14
"KY210293",0,122,12042,11920,2012,14
"KR534247",6,145,12042,11891,2011,14
"KY210307",0,119,12042,11923,2012,14
"KY210250",0,119,12042,11923,2012,14
"KY210302",0,119,12042,11923,2012,14
"KY210234",0,119,12042,11923,2011,14
"KY210271",0,119,12042,11923,2013,14
"KY210299",0,119,12042,11923,2012,14
"KY210292",0,119,12042,11923,2012,14
"KY210229",0,119,12042,11923,2011,14
"KR906782",0,119,12042,11923,2012,14
"KY210232",0,119,12042,11923,2011,14
"KY210239",0,119,12042,11923,2011,14
"KY210258",0,119,12042,11923,2013,14
"KR906771",0,119,12042,11923,2011,14
"KY210235",0,119,12042,11923,2011,14
"KY210260",0,128,12042,11914,2013,14
"KR534248",0,119,12042,11923,2011,14
"KY210259",0,119,12042,11923,2013,14
"KR906787",0,122,12042,11920,2012,14
"KY210238",29,139,12042,11874,2011,14
"KY210225",5,119,12042,11918,2011,14
"KY210300",0,119,12042,11923,2012,14
"KY210289",0,173,12042,11869,2012,14
"KR906755",0,119,12042,11923,2011,14
"KR534246",17,128,12042,11897,2011,14
"KR534254",0,119,12042,11923,2011,14
"KY210291",0,120,12042,11922,2012,14
"KY210290",7,169,12042,11866,2012,14
"KY210246",0,120,12042,11922,2012,14
"KY210301",0,122,12042,11920,2012,14
"KR534245",0,122,12042,11920,2011,14
"KY210243",0,119,12042,11923,2011,14
"KY210247",0,119,12042,11923,2012,14
"KR906758",0,127,12042,11915,2010,14
"KY210249",0,122,12042,11920,2012,14
"MN726822",0,119,12042,11923,2018,14
"MN726832",0,119,12042,11923,2017,14
"MN726811",0,119,12042,11923,2017,14
"KR534235",0,122,12042,11920,2011,84
"KY210224",0,128,12042,11914,2010,84
"KR534237",0,119,12042,11923,2011,84
"KY210265",0,119,12042,11923,2013,84
"KY210303",0,122,12042,11920,2012,84
"KY210248",0,119,12042,11923,2012,84
"KY210276",0,119,12042,11923,2013,84
"KY210273",0,119,12042,11923,2013,84
"KR534256",0,119,12042,11923,2011,84
"KY210244",0,119,12042,11923,2011,84
"KR534236",0,167,12042,11875,2011,84
"KR534250",0,136,12042,11906,2011,84
"KY210230",0,151,12042,11891,2011,84
"KY210236",0,123,12042,11919,2011,84
"KY210226",0,158,12042,11884,2011,84
"KY210262",0,120,12042,11922,2013,84
"KR906792",0,119,12042,11923,2012,84
"KY210305",0,118,12042,11924,2012,84
"KY210298",0,119,12042,11923,2012,84
"KY210297",0,119,12042,11923,2012,84
"KY210228",0,119,12042,11923,2011,14
"KR906788",0,118,12042,11924,2012,14
"KR906778",0,118,12042,11924,2011,14
"KY210268",0,119,12042,11923,2013,14
"KY210308",0,118,12042,11924,2012,14
"KY210278",0,118,12042,11924,2011,14
"KY210286",0,118,12042,11924,2011,14
"KR906780",0,118,12042,11924,2011,14
"KR906781",0,119,12042,11923,2012,85
"KY210295",0,118,12042,11924,2012,85
"KY210288",0,118,12042,11924,2012,85
"KY210296",0,118,12042,11924,2012,85
"KY210287",0,118,12042,11924,2012,85
"MN726815",0,117,12042,11925,2015,14
"KR534253",0,117,12042,11925,2011,14
"KR906773",0,118,12042,11924,2011,14
"MN726808",0,119,12042,11923,2016,14
"MN726817",0,119,12042,11923,2016,14
"MN726818",0,119,12042,11923,2015,14
"MN726823",0,119,12042,11923,2017,14
"MN726820",0,119,12042,11923,2017,14
"MN726809",0,119,12042,11923,2016,14
"MN726835",0,119,12042,11923,2017,14
"MN726828",0,119,12042,11923,2017,14
"MN726807",0,119,12042,11923,2017,14
"MN726806",0,119,12042,11923,2017,14
"KR534233",0,119,12042,11923,2011,14
"KR906772",0,115,12042,11927,2011,14
"KR906760",0,119,12042,11923,2010,14
"KR534229",0,120,12042,11922,2010,14
"KR534232",0,115,12042,11927,2011,14
"KY210267",0,119,12042,11923,2013,14
"KR906756",0,119,12042,11923,2011,14
"KR906738",0,115,12042,11927,2004,14
"KR906786",0,117,12042,11925,2012,14
"KR906783",0,112,12042,11930,2012,14
"KR534218",0,119,12042,11923,2008,86
"KY210220",0,119,12042,11923,2008,86
"KR906737",0,119,12042,11923,2008,86
"KR534220",0,115,12042,11927,2008,86
"KR534217",0,119,12042,11923,2008,86
"KY210222",0,119,12042,11923,2009,86
"KR906775",0,119,12042,11923,2011,14
"MN726834",0,119,12042,11923,2017,14
"KR906745",0,111,12042,11931,2010,14
"MN726803",0,117,12042,11925,2018,14
"MN726825",0,118,12042,11924,2015,14
"LT909536",0,116,12042,11926,2018,14
"KY210221",0,119,12042,11923,2008,14
"KR906761",0,115,12042,11927,2010,14
"KR906749",0,204,12042,11838,2010,14
"KR906767",0,240,12042,11802,2011,14
"KR906741",0,240,12042,11802,2003,14
"KR906753",0,241,12042,11801,2011,14
"KR906742",0,118,12042,11924,2009,87
"KR906768",0,119,12042,11923,2011,87
"KR906754",0,119,12042,11923,2011,87
"KR906750",0,119,12042,11923,2010,87
"KF155002",0,119,12042,11923,2010,87
"MN726804",0,119,12042,11923,2015,87
"MN726826",0,119,12042,11923,2016,52
"MN726827",0,119,12042,11923,2017,52
"MN726824",0,124,12042,11918,2016,52
"KR906740",0,117,12042,11925,2009,52
"KR906762",0,158,12042,11884,2010,14
"MN726813",0,320,12042,11722,2017,14
"MN726802",0,320,12042,11722,2016,14
"LC029889",0,320,12042,11722,2009,4
"KX148205",0,320,12042,11722,1994,4
"KR906764",0,320,12042,11722,2010,88
"KR906765",0,319,12042,11723,2010,88
"KR906763",0,320,12042,11722,2010,88
"KR906736",0,320,12042,11722,2008,88
"KR906766",0,320,12042,11722,2010,88
"KR906735",0,320,12042,11722,2008,88
"KR906770",0,320,12042,11722,2011,89
"KY210240",0,320,12042,11722,2011,89
"KY210227",0,320,12042,11722,2011,89
"KY210233",0,320,12042,11722,2011,89
"KY210237",0,320,12042,11722,2011,89
"KY210269",0,320,12042,11722,2013,89
"KY210270",0,320,12042,11722,2013,89
"KY210261",0,320,12042,11722,2013,89
"KY210277",0,321,12042,11721,2011,89
"KY210310",0,320,12042,11722,2012,89
"KR906777",0,320,12042,11722,2011,89
"KY210284",0,320,12042,11722,2012,89
"KY210257",0,320,12042,11722,2013,89
"KY210294",0,320,12042,11722,2012,89
"KR906789",0,320,12042,11722,2012,89
"KY210283",0,320,12042,11722,2012,89
"KR906776",0,320,12042,11722,2011,89
"KR906784",0,320,12042,11722,2012,89
"KY210274",0,320,12042,11722,2013,89
"KY210304",0,320,12042,11722,2012,89
"KY210279",0,320,12042,11722,2011,89
"KY210242",0,320,12042,11722,2011,89
"KR906769",0,320,12042,11722,2011,89
"KR534230",0,320,12042,11722,2010,9
"MN726816",0,320,12042,11722,2018,9
"KY210253",0,320,12042,11722,2013,90
"KY210266",0,320,12042,11722,2013,90
"KY210256",0,320,12042,11722,2013,90
"KY210255",0,320,12042,11722,2013,90
"KY210254",0,320,12042,11722,2013,90
"MN726829",0,320,12042,11722,2017,53
"MN726833",0,320,12042,11722,2017,53
"KY210264",0,320,12042,11722,2013,53
"KY210275",0,319,12042,11723,2013,9
"KR534251",0,320,12042,11722,2011,9
"KY210223",0,320,12042,11722,2007,9
"KY210280",0,320,12042,11722,2012,9
"KY210306",0,319,12042,11723,2012,9
"KY210281",0,319,12042,11723,2012,9
"KY210282",0,320,12042,11722,2012,9
"KR906774",0,320,12042,11722,2011,9
"KR534219",0,320,12042,11722,2007,9
"KR906734",0,320,12042,11722,2008,9
"KR534228",0,320,12042,11722,2010,91
"KR906743",0,319,12042,11723,2010,91
"KY210285",0,320,12042,11722,2012,91
"KR534234",0,320,12042,11722,2011,91
"KR534231",0,320,12042,11722,2010,91
"KR534238",0,320,12042,11722,2011,91
"KR906759",0,320,12042,11722,2010,91
"KR906785",0,320,12042,11722,2012,91
"MN726821",0,320,12042,11722,2018,9
"MN726814",0,319,12042,11723,2018,9
"MN726831",0,319,12042,11723,2013,9
"KR906790",0,320,12042,11722,2012,92
"KY210252",0,320,12042,11722,2012,92
"KY210245",0,320,12042,11722,2012,92
"KY210263",0,320,12042,11722,2013,92
"KY210311",0,320,12042,11722,2012,92
"KR906779",0,319,12042,11723,2012,54
"KY210309",0,320,12042,11722,2012,54
"KR534252",0,320,12042,11722,2011,54
"LT909534",0,320,12042,11722,2018,31
"LT909528",0,320,12042,11722,2018,31
"KX148206",0,320,12042,11722,1996,31
"KX148207",0,320,12042,11722,2014,27
"KR906739",0,319,12042,11723,2004,27
"KR906744",0,320,12042,11722,2010,27
"KR906791",0,320,12042,11722,2012,9
"KR906751",0,320,12042,11722,2011,93
"KR906757",0,320,12042,11722,2010,93
"KR906746",0,320,12042,11722,2010,93
"KR906747",0,320,12042,11722,2010,93
"KT336434",0,320,12042,11722,1992,93
"KX148103",0,319,12042,11723,1981,93
"KT336432",0,320,12042,11722,2012,93
"KT336436",0,320,12042,11722,2012,93
"KX148203",0,320,12042,11722,1986,93
"KT336435",0,320,12042,11722,1993,93
"KT336437",0,319,12042,11723,2012,93
"MG458318",0,320,12042,11722,2008,93
"JX473838",0,320,12042,11722,2009,55
"JX473839",0,320,12042,11722,2009,55
"JX473840",0,320,12042,11722,2009,55
"JX473841",0,320,12042,11722,2009,55
"KX148204",0,320,12042,11722,1992,39
"KT336433",0,320,12042,11722,1991,39
"KX148208",0,320,12042,11722,1992,4
"KR906748",0,319,12042,11723,2010,4
"KR906752",0,317,12042,11725,2011,4
"KX148209",0,246,12042,11796,2004,1
"KX148210",957,490,12042,10595,1998,1
"KX148211",2887,768,12042,8387,1986,1
"MN726805",0,119,12042,11923,2017,94
"MN726812",4,196,12042,11842,2017,94
"MN726830",1774,1195,12042,9073,2018,94
"MN726810",1408,580,12042,10054,2015,94
"MN726819",1,236,12042,11805,2013,94
"LT909531",1101,497,12042,10444,2018,94
"KX148200",680,453,12042,10909,1988,94
"LT909551",2042,701,12042,9299,2018,94
"KP723638",8,195,12042,11839,2014,94
"KX148198",3110,1685,12042,7247,1993,94
"KX148199",6,196,12042,11840,1993,94
"MK981888",0,173,12042,11869,1993,17
"LT909529",158,444,12042,11440,2018,95
"LT909542",306,409,12042,11327,2018,95
"LT909535",0,173,12042,11869,2018,95
"KX148197",320,196,12042,11526,2015,95
"KX148193",19,223,12042,11800,2008,95
"KX148194",470,444,12042,11128,1989,95
"KX148195",1843,701,12042,9498,2004,95
"KX148196",1079,701,12042,10262,1990,95
"KF155001",150,410,12042,11482,2009,95
"AB009663",4,310,12042,11728,1997,96
"AB128149",80,174,12042,11788,2003,96
"AB044824",284,173,12042,11585,2000,96
"GQ412744",1066,915,12042,10061,1931,96
"JN234411",1289,525,12042,10228,1931,96
"DQ875051",7,196,12042,11839,2006,96
"EF542830",9,196,12042,11837,2008,96
"KM198893",1414,701,12042,9927,2014,96
"KX148201",511,221,12042,11310,1986,17
"KX148202",4935,1207,12042,5900,1995,17
"LT909546",472,483,12042,11087,2018,17
