"ID","N","gap","Length_before","Length_after","Year","cluster"
"MN726819",4,1,1354,1349,2013,55
"MN726830",2,1,1354,1351,2018,55
"JX473838",0,1,1354,1353,2009,15
"JX473839",0,1,1354,1353,2009,15
"JX473840",0,1,1354,1353,2009,15
"JX473841",0,1,1354,1353,2009,15
"KF155002",0,1,1354,1353,2010,51
"KR534217",0,1,1354,1353,2008,16
"KR534218",0,1,1354,1353,2008,16
"KR534219",0,1,1354,1353,2007,35
"KR534220",0,1,1354,1353,2008,16
"KR534228",0,1,1354,1353,2010,35
"KR534229",0,1,1354,1353,2010,16
"KR534230",0,1,1354,1353,2010,35
"KR534231",0,1,1354,1353,2010,35
"KR534232",0,1,1354,1353,2011,16
"KR534233",0,1,1354,1353,2011,16
"KR534234",0,1,1354,1353,2011,35
"KR534235",0,1,1354,1353,2011,53
"KR534236",0,1,1354,1353,2011,53
"KR534237",0,1,1354,1353,2011,53
"KR534238",0,1,1354,1353,2011,35
"KR534244",0,1,1354,1353,2011,52
"KR534245",0,1,1354,1353,2011,52
"KR534246",0,1,1354,1353,2011,52
"KR534247",0,1,1354,1353,2011,52
"KR534248",0,1,1354,1353,2011,52
"KR534249",0,1,1354,1353,2011,52
"KR534250",0,1,1354,1353,2011,53
"KR534251",0,1,1354,1353,2011,35
"KR534252",0,1,1354,1353,2011,35
"KR534253",0,1,1354,1353,2011,16
"KR534254",0,1,1354,1353,2011,52
"KR534256",0,1,1354,1353,2011,53
"KR906734",0,1,1354,1353,2008,35
"KR906735",0,1,1354,1353,2008,8
"KR906736",0,1,1354,1353,2008,8
"KR906737",0,1,1354,1353,2008,16
"KR906738",0,1,1354,1353,2004,16
"KR906739",0,1,1354,1353,2004,35
"KR906740",0,1,1354,1353,2009,51
"KR906741",0,1,1354,1353,2003,16
"KR906742",0,1,1354,1353,2009,51
"KR906743",0,1,1354,1353,2010,35
"KR906744",0,1,1354,1353,2010,35
"KR906745",0,1,1354,1353,2010,16
"KR906746",0,1,1354,1353,2010,20
"KR906747",0,1,1354,1353,2010,20
"KR906748",0,1,1354,1353,2010,5
"KR906749",0,1,1354,1353,2010,16
"KR906750",0,1,1354,1353,2010,51
"KR906751",0,1,1354,1353,2011,20
"KR906752",0,1,1354,1353,2011,5
"KR906753",0,1,1354,1353,2011,16
"KR906754",0,1,1354,1353,2011,51
"KR906755",0,1,1354,1353,2011,52
"KR906756",0,1,1354,1353,2011,16
"KR906757",0,1,1354,1353,2010,20
"KR906758",1,20,1354,1333,2010,52
"KR906759",0,1,1354,1353,2010,35
"KR906760",0,1,1354,1353,2010,16
"KR906761",0,3,1354,1351,2010,16
"KR906762",0,1,1354,1353,2010,16
"KR906763",0,1,1354,1353,2010,8
"KR906764",0,1,1354,1353,2010,8
"KR906765",0,1,1354,1353,2010,8
"KR906766",0,1,1354,1353,2010,8
"KR906767",0,1,1354,1353,2011,16
"KR906768",0,1,1354,1353,2011,51
"KR906769",0,1,1354,1353,2011,54
"KR906770",0,1,1354,1353,2011,54
"KR906771",0,1,1354,1353,2011,52
"KR906772",0,1,1354,1353,2011,16
"KR906773",0,1,1354,1353,2011,16
"KR906774",0,1,1354,1353,2011,35
"KR906775",0,1,1354,1353,2011,16
"KR906776",0,1,1354,1353,2011,54
"KR906777",0,1,1354,1353,2011,54
"KR906778",0,1,1354,1353,2011,16
"KR906779",1,1,1354,1352,2012,35
"KR906780",0,1,1354,1353,2011,16
"KR906781",0,1,1354,1353,2012,16
"KR906782",0,1,1354,1353,2012,52
"KR906783",0,1,1354,1353,2012,16
"KR906784",0,1,1354,1353,2012,54
"KR906785",0,1,1354,1353,2012,35
"KR906786",0,1,1354,1353,2012,16
"KR906787",0,1,1354,1353,2012,52
"KR906788",0,1,1354,1353,2012,53
"KR906789",0,1,1354,1353,2012,54
"KR906790",0,1,1354,1353,2012,35
"KR906791",50,1,1354,1303,2012,35
"KR906792",0,1,1354,1353,2012,53
"KT336432",0,1,1354,1353,2012,50
"KT336433",0,1,1354,1353,1991,15
"KT336434",0,1,1354,1353,1992,20
"KT336435",0,1,1354,1353,1993,20
"KT336436",0,1,1354,1353,2012,20
"KT336437",0,1,1354,1353,2012,20
"KX148103",0,1,1354,1353,1981,20
"KX148203",0,1,1354,1353,1986,20
"KX148204",0,1,1354,1353,1992,15
"KX148205",0,1,1354,1353,1994,8
"KX148206",0,1,1354,1353,1996,35
"KX148207",0,1,1354,1353,2014,35
"KX148208",0,1,1354,1353,1992,5
"KY210220",0,1,1354,1353,2008,16
"KY210221",6,1,1354,1347,2008,16
"KY210222",0,1,1354,1353,2009,16
"KY210223",0,1,1354,1353,2007,35
"KY210224",0,1,1354,1353,2010,53
"KY210225",0,1,1354,1353,2011,52
"KY210226",0,1,1354,1353,2011,53
"KY210227",0,1,1354,1353,2011,54
"KY210228",0,1,1354,1353,2011,53
"KY210229",0,1,1354,1353,2011,52
"KY210230",0,1,1354,1353,2011,53
"KY210231",0,1,1354,1353,2011,52
"KY210232",0,1,1354,1353,2011,52
"KY210233",0,1,1354,1353,2011,54
"KY210234",0,1,1354,1353,2011,52
"KY210235",0,1,1354,1353,2011,52
"KY210236",0,1,1354,1353,2011,53
"KY210237",0,1,1354,1353,2011,54
"KY210238",0,1,1354,1353,2011,52
"KY210239",0,1,1354,1353,2011,52
"KY210240",0,1,1354,1353,2011,54
"KY210241",0,1,1354,1353,2011,52
"KY210242",0,1,1354,1353,2011,54
"KY210243",0,1,1354,1353,2011,52
"KY210244",0,1,1354,1353,2011,53
"KY210245",0,1,1354,1353,2012,35
"KY210246",0,1,1354,1353,2012,52
"KY210247",0,1,1354,1353,2012,52
"KY210248",0,1,1354,1353,2012,53
"KY210249",0,1,1354,1353,2012,52
"KY210250",0,1,1354,1353,2012,52
"KY210251",0,1,1354,1353,2012,52
"KY210252",0,1,1354,1353,2012,35
"KY210253",0,1,1354,1353,2013,35
"KY210254",0,1,1354,1353,2013,35
"KY210255",0,1,1354,1353,2013,35
"KY210256",0,1,1354,1353,2013,35
"KY210257",0,1,1354,1353,2013,54
"KY210258",0,1,1354,1353,2013,52
"KY210259",0,1,1354,1353,2013,52
"KY210260",0,1,1354,1353,2013,52
"KY210261",0,1,1354,1353,2013,54
"KY210262",0,1,1354,1353,2013,53
"KY210263",0,1,1354,1353,2013,35
"KY210264",0,1,1354,1353,2013,35
"KY210265",0,1,1354,1353,2013,53
"KY210266",0,1,1354,1353,2013,35
"KY210267",0,1,1354,1353,2013,16
"KY210268",0,1,1354,1353,2013,16
"KY210269",0,1,1354,1353,2013,54
"KY210270",0,1,1354,1353,2013,54
"KY210271",0,1,1354,1353,2013,52
"KY210272",0,1,1354,1353,2013,52
"KY210273",0,1,1354,1353,2013,53
"KY210274",0,1,1354,1353,2013,54
"KY210275",0,1,1354,1353,2013,35
"KY210276",0,1,1354,1353,2013,53
"KY210277",0,1,1354,1353,2011,54
"KY210278",0,1,1354,1353,2011,16
"KY210279",0,1,1354,1353,2011,54
"KY210280",0,1,1354,1353,2012,35
"KY210281",0,1,1354,1353,2012,35
"KY210282",0,1,1354,1353,2012,35
"KY210283",0,1,1354,1353,2012,54
"KY210284",0,1,1354,1353,2012,54
"KY210285",0,1,1354,1353,2012,35
"KY210286",0,1,1354,1353,2011,16
"KY210287",0,1,1354,1353,2012,16
"KY210288",0,1,1354,1353,2012,16
"KY210289",0,1,1354,1353,2012,52
"KY210290",0,1,1354,1353,2012,52
"KY210291",0,1,1354,1353,2012,52
"KY210292",0,1,1354,1353,2012,52
"KY210293",0,1,1354,1353,2012,52
"KY210294",0,1,1354,1353,2012,54
"KY210295",0,1,1354,1353,2012,16
"KY210296",0,1,1354,1353,2012,16
"KY210297",0,1,1354,1353,2012,53
"KY210298",0,1,1354,1353,2012,53
"KY210299",0,1,1354,1353,2012,52
"KY210300",0,1,1354,1353,2012,52
"KY210301",0,1,1354,1353,2012,52
"KY210302",0,1,1354,1353,2012,52
"KY210303",0,1,1354,1353,2012,53
"KY210304",0,1,1354,1353,2012,54
"KY210305",0,1,1354,1353,2012,53
"KY210306",0,1,1354,1353,2012,35
"KY210307",0,1,1354,1353,2012,52
"KY210308",0,1,1354,1353,2012,16
"KY210309",0,1,1354,1353,2012,35
"KY210310",0,1,1354,1353,2012,54
"KY210311",0,1,1354,1353,2012,35
"LC029889",0,1,1354,1353,2009,8
"LT909528",0,1,1354,1353,2018,35
"LT909534",0,1,1354,1353,2018,35
"LT909536",0,1,1354,1353,2018,16
"MG458318",0,1,1354,1353,2008,20
"MN726802",138,1,1354,1215,2016,8
"MN726803",0,229,1354,1125,2018,16
"MN726804",0,1,1354,1353,2015,51
"MN726807",60,42,1354,1252,2017,16
"MN726808",0,42,1354,1312,2016,16
"MN726809",5,1,1354,1348,2016,16
"MN726811",0,271,1354,1083,2017,34
"MN726814",1,1,1354,1352,2018,35
"MN726815",0,1,1354,1353,2015,16
"MN726816",0,229,1354,1125,2018,35
"MN726817",0,1,1354,1353,2016,16
"MN726818",0,1,1354,1353,2015,16
"MN726820",1,8,1354,1345,2017,16
"MN726821",61,229,1354,1064,2018,35
"MN726822",0,271,1354,1083,2018,34
"MN726823",0,229,1354,1125,2017,16
"MN726824",0,1,1354,1353,2016,51
"MN726825",4,59,1354,1291,2015,16
"MN726826",0,1,1354,1353,2016,51
"MN726827",0,1,1354,1353,2017,51
"MN726828",145,1,1354,1208,2017,16
"MN726829",8,53,1354,1293,2017,35
"MN726831",0,1,1354,1353,2013,35
"MN726832",1,271,1354,1082,2017,34
"MN726833",3,6,1354,1345,2017,35
"MN726835",2,1,1354,1351,2017,16
"MT454631",0,1,1354,1353,2015,50
"MT454632",0,1,1354,1353,2015,15
"MT454633",0,1,1354,1353,2015,15
"MT454634",0,1,1354,1353,2015,50
"MT454635",0,1,1354,1353,2015,50
"MT454636",0,1,1354,1353,2016,50
"MT454637",0,1,1354,1353,2016,50
"MT454638",0,1,1354,1353,2016,15
"MT454639",0,1,1354,1353,2016,50
"MT454640",0,1,1354,1353,2016,15
"MT454641",0,1,1354,1353,2016,50
"MT454642",0,1,1354,1353,2016,15
"MT454643",0,1,1354,1353,2017,15
"MT454644",0,1,1354,1353,2017,20
"MT454645",0,1,1354,1353,2017,15
"MT454646",0,1,1354,1353,2017,15
"MT454647",0,1,1354,1353,2017,15
"MT454648",0,1,1354,1353,2017,50
"MT454649",0,1,1354,1353,2017,15
"MT454650",0,1,1354,1353,2017,15
"MT454651",0,1,1354,1353,2017,15
"MT454652",0,1,1354,1353,2017,50
"MT454653",0,1,1354,1353,2017,50
"MT454654",0,1,1354,1353,2017,50
"KX148209",0,1,1354,1353,2004,1
"KX148210",0,1,1354,1353,1998,1
"KX148211",0,1,1354,1353,1986,1
"KF154998",0,1,1354,1353,1950,11
"KX148101",0,1,1354,1353,1979,11
"MG458315",0,1,1354,1353,1998,11
"MG458316",0,1,1354,1353,1998,11
"MG458317",0,1,1354,1353,1999,11
"MK760768",0,1,1354,1353,2007,11
"MK760769",0,1,1354,1353,2009,11
"MK760770",0,1,1354,1353,2009,11
"AB645847",0,1,1354,1353,2012,11
"JQ685944",0,1,1354,1353,1984,11
"JQ685967",0,1,1354,1353,2012,11
"KX148213",0,1,1354,1353,1982,11
"HQ450386",0,1,1354,1353,2011,37
"KT006769",0,1,1354,1353,2013,37
"KX148102",0,1,1354,1353,1991,37
"KX148110",0,1,1354,1353,1991,37
"KX148111",0,1,1354,1353,1991,37
"KX148112",0,1,1354,1353,1991,37
"KX708502",0,1,1354,1353,2012,37
"KX708503",0,1,1354,1353,2014,37
"KX708504",0,1,1354,1353,2008,37
"LT909544",0,1,1354,1353,2018,37
"JQ685899",0,1,1354,1353,2009,21
"JQ685943",0,1,1354,1353,2009,21
"AB517659",0,1,1354,1353,2012,38
"KC737850",0,1,1354,1353,2011,38
"KX148214",0,1,1354,1353,1995,38
"KX148215",0,1,1354,1353,1995,38
"KX148216",0,1,1354,1353,1986,38
"AB362483",0,1,1354,1353,2009,38
"AB517660",0,1,1354,1353,2012,38
"KM594039",0,1,1354,1353,2009,38
"KX148217",0,1,1354,1353,1986,38
"JQ685894",0,1,1354,1353,1994,11
"JQ685970",0,1,1354,1353,1974,11
"JQ944705",0,1,1354,1353,2008,22
"KC252633",0,4,1354,1350,2011,17
"KC595280",0,1,1354,1353,2011,22
"KC595281",0,1,1354,1353,2011,22
"KC595282",0,1,1354,1353,2011,22
"KC595283",0,1,1354,1353,2011,22
"KM016899",0,1,1354,1353,2014,17
"KP997032",0,1,1354,1353,2014,22
"KT728348",0,1,1354,1353,2003,28
"KT728349",0,1,1354,1353,2003,28
"KX148159",0,1,1354,1353,1974,39
"KY649620",0,1,1354,1353,2018,17
"MF172976",0,1,1354,1353,2018,17
"MF197741",0,1,1354,1353,2008,22
"MH267792",0,1,1354,1353,2017,17
"MK760700",0,1,1354,1353,2012,39
"MK760706",0,1,1354,1353,2012,39
"MK760707",0,1,1354,1353,2012,39
"MK760712",0,1,1354,1353,2013,39
"MK760723",0,1,1354,1353,2013,39
"MK760731",0,1,1354,1353,2014,39
"MK760734",0,1,1354,1353,2013,39
"MK760744",0,1,1354,1353,2014,39
"MK760753",0,1,1354,1353,2014,39
"MK760755",0,1,1354,1353,2014,39
"JQ944706",0,1,1354,1353,2008,27
"KF155000",0,1,1354,1353,2010,27
"KX148212",0,1,1354,1353,1993,27
"KY860610",0,1,1354,1353,2001,27
"MK760675",0,1,1354,1353,2008,49
"MK760676",0,1,1354,1353,2009,49
"MK760679",0,1,1354,1353,2008,49
"MK760682",0,1,1354,1353,2009,49
"MK760684",0,1,1354,1353,2009,49
"MK760690",0,1,1354,1353,2010,49
"MK760747",0,1,1354,1353,2014,49
"MK760756",0,1,1354,1353,2014,49
"MK760757",0,1,1354,1353,2014,49
"MK760760",0,1,1354,1353,2014,49
"MK760766",0,1,1354,1353,2015,27
"JQ944708",0,1,1354,1353,2008,4
"KX148160",0,1,1354,1353,1991,4
"MK598338",0,1,1354,1353,2006,4
"MK598339",0,1,1354,1353,2007,4
"MK598340",0,1,1354,1353,2007,4
"MK598341",0,1,1354,1353,2008,4
"MK598342",0,1,1354,1353,2009,4
"KX148113",0,1,1354,1353,1991,42
"KX148114",0,1,1354,1353,1995,42
"KX148115",0,1,1354,1353,1996,42
"KX148116",0,1,1354,1353,1996,42
"KX148117",0,1,1354,1353,1997,42
"KX148118",0,1,1354,1353,1994,42
"KX148119",0,1,1354,1353,1993,42
"KX148120",0,1,1354,1353,1993,42
"KX148121",0,1,1354,1353,1993,42
"KX148122",0,1,1354,1353,1991,42
"KX148123",0,1,1354,1353,1991,42
"KX148124",0,1,1354,1353,1991,42
"LT909547",0,1,1354,1353,2018,42
"MF197742",0,1,1354,1353,2014,42
"MG458306",0,1,1354,1353,2018,42
"KX148136",0,1,1354,1353,1993,44
"KX148137",0,1,1354,1353,1993,44
"KX148138",0,1,1354,1353,1993,44
"KX148139",0,1,1354,1353,1993,44
"KX148140",0,1,1354,1353,1986,44
"KX148141",0,1,1354,1353,1992,44
"KX148142",0,1,1354,1353,1994,44
"KX148143",0,1,1354,1353,1993,30
"KX148144",0,1,1354,1353,1994,24
"KX148145",0,1,1354,1353,1986,24
"MG458311",0,1,1354,1353,1998,44
"MK598343",0,1,1354,1353,2008,44
"MK598344",0,1,1354,1353,2009,44
"MK598345",0,1,1354,1353,2010,44
"MK598398",0,1,1354,1353,1996,30
"KX148168",0,1,1354,1353,1987,46
"KX148169",0,1,1354,1353,1990,46
"KX148170",0,1,1354,1353,1990,46
"KX148171",0,1,1354,1353,1991,46
"KX148172",0,1,1354,1353,1987,46
"KX148173",0,1,1354,1353,1997,46
"KX148174",0,1,1354,1353,1998,46
"KX148175",0,1,1354,1353,1998,46
"KX148176",0,1,1354,1353,2004,46
"KX148177",0,1,1354,1353,1996,7
"KX148178",0,1,1354,1353,1996,7
"KX148179",0,1,1354,1353,1996,7
"KX148180",0,1,1354,1353,1993,7
"KX148181",0,1,1354,1353,1996,7
"KX148182",0,1,1354,1353,1996,7
"KX148183",0,1,1354,1353,1993,7
"KX148184",0,1,1354,1353,1996,7
"KX148185",0,1,1354,1353,1996,26
"KX148186",0,1,1354,1353,1984,48
"KX148187",0,1,1354,1353,1996,6
"KX148188",0,1,1354,1353,1991,6
"KX148189",0,1,1354,1353,1985,6
"KX148190",0,1,1354,1353,1976,6
"KY860604",0,1,1354,1353,2000,32
"KY860605",0,1,1354,1353,2001,32
"KY860606",0,1,1354,1353,2001,6
"KY860611",0,1,1354,1353,2001,6
"LT909526",0,1,1354,1353,2018,19
"LT909533",0,1,1354,1353,2018,46
"LT909540",0,1,1354,1353,2018,46
"MK760667",0,1,1354,1353,2008,48
"MK760668",0,1,1354,1353,2008,48
"MK760669",0,1,1354,1353,2008,19
"MK760670",0,1,1354,1353,2008,33
"MK760671",0,1,1354,1353,2008,33
"MK760672",0,1,1354,1353,2008,48
"MK760673",0,1,1354,1353,2008,14
"MK760674",0,1,1354,1353,2008,33
"MK760677",0,1,1354,1353,2009,33
"MK760678",0,1,1354,1353,2009,48
"MK760680",0,1,1354,1353,2008,6
"MK760681",0,1,1354,1353,2009,19
"MK760683",0,1,1354,1353,2009,19
"MK760685",0,1,1354,1353,2009,47
"MK760686",0,1,1354,1353,2009,48
"MK760687",0,1,1354,1353,2009,6
"MK760688",0,1,1354,1353,2009,48
"MK760689",0,1,1354,1353,2010,33
"MK760691",0,1,1354,1353,2009,6
"MK760692",0,1,1354,1353,2009,48
"MK760693",0,1,1354,1353,2009,47
"MK760694",0,1,1354,1353,2009,33
"MK760695",0,1,1354,1353,2011,26
"MK760696",0,1,1354,1353,2012,33
"MK760697",0,1,1354,1353,2012,19
"MK760698",0,1,1354,1353,2012,33
"MK760699",0,1,1354,1353,2012,33
"MK760701",0,1,1354,1353,2012,33
"MK760703",0,1,1354,1353,2012,47
"MK760704",0,1,1354,1353,2012,33
"MK760705",0,1,1354,1353,2012,33
"MK760708",0,1,1354,1353,2012,47
"MK760709",0,1,1354,1353,2012,48
"MK760710",0,1,1354,1353,2013,14
"MK760713",0,1,1354,1353,2013,47
"MK760715",0,1,1354,1353,2013,26
"MK760716",0,1,1354,1353,2013,33
"MK760719",0,1,1354,1353,2013,6
"MK760720",0,1,1354,1353,2013,33
"MK760721",0,1,1354,1353,2013,47
"MK760722",0,1,1354,1353,2013,33
"MK760724",0,1,1354,1353,2013,33
"MK760725",0,1,1354,1353,2013,47
"MK760726",0,1,1354,1353,2013,33
"MK760727",0,1,1354,1353,2013,48
"MK760728",0,1,1354,1353,2014,48
"MK760732",0,1,1354,1353,2014,47
"MK760733",0,1,1354,1353,2014,47
"MK760736",0,1,1354,1353,2014,33
"MK760737",0,1,1354,1353,2013,33
"MK760738",0,1,1354,1353,2014,33
"MK760739",0,1,1354,1353,2013,48
"MK760740",0,1,1354,1353,2013,33
"MK760741",0,1,1354,1353,2013,33
"MK760742",0,1,1354,1353,2014,26
"MK760745",0,1,1354,1353,2014,33
"MK760748",0,1,1354,1353,2014,47
"MK760749",0,1,1354,1353,2014,47
"MK760750",0,1,1354,1353,2014,33
"MK760751",0,1,1354,1353,2014,19
"MK760752",0,1,1354,1353,2014,47
"MK760754",0,1,1354,1353,2014,33
"MK760758",0,1,1354,1353,2014,33
"MK760759",0,1,1354,1353,2014,19
"MK760762",0,1,1354,1353,2014,47
"MK760763",0,1,1354,1353,2014,19
"MK760764",0,1,1354,1353,2014,48
"MK760765",0,1,1354,1353,2014,47
"MK760767",0,1,1354,1353,2015,47
"MN534896",0,1,1354,1353,2018,46
"MN534897",0,1,1354,1353,2018,46
"KX148191",0,1,1354,1353,1993,6
"KX148192",0,1,1354,1353,1993,6
"KX148162",0,1,1354,1353,1993,10
"KX148163",0,1,1354,1353,1993,10
"KX148164",0,1,1354,1353,1993,10
"KX148165",0,1,1354,1353,1993,10
"KX148166",0,1,1354,1353,1993,10
"KX148167",0,1,1354,1353,1993,10
"KY860583",0,1,1354,1353,1999,25
"KY860584",0,1,1354,1353,1999,31
"KY860585",0,1,1354,1353,2001,25
"KY860586",0,1,1354,1353,2001,25
"KY860587",0,1,1354,1353,2001,25
"KY860588",0,1,1354,1353,2004,31
"KY860589",0,1,1354,1353,2006,45
"KY860590",0,1,1354,1353,2007,25
"KY860591",0,1,1354,1353,2008,45
"KY860592",0,1,1354,1353,2009,45
"KY860593",0,1,1354,1353,2010,45
"KY860594",0,1,1354,1353,2012,45
"KY860595",0,1,1354,1353,2012,25
"KY860596",0,1,1354,1353,2014,45
"KY860597",0,1,1354,1353,2014,45
"KY860598",0,1,1354,1353,2014,45
"KY860599",0,1,1354,1353,2014,45
"KY860600",0,1,1354,1353,2014,45
"KY860601",0,1,1354,1353,2014,45
"KY860602",0,1,1354,1353,2014,45
"KY860603",0,1,1354,1353,2015,25
"KY860607",0,1,1354,1353,2001,18
"KY860608",0,1,1354,1353,2001,18
"KY860609",0,1,1354,1353,2001,10
"KY860612",0,1,1354,1353,1989,13
"MK760711",0,1,1354,1353,2013,13
"MK760714",0,1,1354,1353,2013,13
"MK760717",0,1,1354,1353,2013,13
"MK760718",0,1,1354,1353,2013,13
"MK760730",0,1,1354,1353,2014,13
"MK760743",0,1,1354,1353,2014,13
"MK760746",0,1,1354,1353,2014,13
"JQ944704",0,1,1354,1353,2009,40
"KF154997",0,1,1354,1353,2013,40
"KX148146",0,1,1354,1353,1993,40
"KX148147",0,1,1354,1353,1988,40
"KX148148",0,1,1354,1353,1992,40
"KX148149",0,1,1354,1353,1991,40
"KX148150",0,1,1354,1353,1986,40
"KX148151",0,1,1354,1353,1996,9
"KX148152",0,1,1354,1353,1996,9
"KX148153",0,1,1354,1353,1996,9
"KX148154",0,1,1354,1353,1997,9
"KX148155",0,1,1354,1353,1993,9
"KX148156",0,1,1354,1353,1991,9
"KX148157",0,1,1354,1353,1993,9
"KX148158",0,1,1354,1353,1993,9
"LT909532",0,1,1354,1353,2018,40
"LT909537",0,1,1354,1353,2018,40
"LT909538",0,1,1354,1353,2018,40
"MF197743",0,1,1354,1353,2010,23
"MK598346",0,1,1354,1353,2010,23
"MK598347",0,1,1354,1353,2016,23
"MK598348",0,1,1354,1353,2017,23
"MK598349",0,1,1354,1353,2017,23
"MK598350",0,1,1354,1353,2017,23
"MK598351",0,1,1354,1353,2013,29
"MK598352",0,1,1354,1353,2013,29
"MK598353",0,1,1354,1353,2013,29
"MK598354",0,1,1354,1353,2013,29
"MK598355",0,1,1354,1353,2013,29
"MK598356",0,1,1354,1353,2013,29
"MK598357",0,1,1354,1353,2013,29
"MK598358",0,1,1354,1353,2013,29
"MK598359",0,1,1354,1353,2013,29
"MK598360",0,1,1354,1353,2013,29
"MK598361",0,1,1354,1353,2013,29
"MK598362",0,1,1354,1353,2013,29
"MK598363",0,1,1354,1353,2013,29
"MK598364",0,1,1354,1353,2013,29
"MK598365",0,1,1354,1353,2014,29
"MK598366",0,1,1354,1353,2014,29
"MK598367",0,1,1354,1353,2014,29
"MK598368",0,1,1354,1353,2014,29
"MK598369",0,1,1354,1353,2014,29
"MK598370",0,1,1354,1353,2014,29
"MK598371",0,1,1354,1353,2014,29
"MK598372",0,1,1354,1353,2014,29
"MK598373",0,1,1354,1353,2014,29
"MK598374",0,1,1354,1353,2014,29
"MK598375",0,1,1354,1353,2014,29
"MK598376",0,1,1354,1353,2014,29
"MK598377",0,1,1354,1353,2014,29
"MK598378",0,1,1354,1353,2014,29
"MK598379",0,1,1354,1353,2014,29
"MK598380",0,1,1354,1353,2013,41
"MK598381",0,1,1354,1353,2013,29
"MK598382",0,1,1354,1353,2013,41
"MK598383",0,1,1354,1353,2013,41
"MK598384",0,1,1354,1353,2013,41
"MK598385",0,1,1354,1353,2013,41
"MK598386",0,1,1354,1353,2013,41
"MK598387",0,1,1354,1353,2013,41
"MK598388",0,1,1354,1353,2013,41
"MK598389",0,1,1354,1353,2013,41
"MK598390",0,1,1354,1353,2014,41
"MK598391",0,1,1354,1353,2014,41
"MK598392",0,1,1354,1353,2014,41
"MK598393",0,1,1354,1353,2014,41
"MK598394",0,1,1354,1353,2014,41
"MK598395",0,1,1354,1353,2014,41
"MK598396",0,1,1354,1353,2014,41
"MK598397",0,1,1354,1353,2014,41
"EU293115",0,1,1354,1353,1991,43
"KX148125",0,1,1354,1353,1994,43
"KX148126",0,1,1354,1353,1996,43
"KX148127",0,1,1354,1353,1991,43
"KX148128",0,1,1354,1353,1992,43
"KX148129",0,1,1354,1353,1994,43
"KX148130",0,1,1354,1353,1994,43
"KX148131",0,1,1354,1353,1994,43
"KX148132",0,1,1354,1353,1994,43
"KX148133",0,1,1354,1353,1986,43
"KX148134",0,1,1354,1353,1994,43
"KX148135",0,1,1354,1353,1991,4
"LN879481",0,1,1354,1353,1998,43
"MG458310",0,1,1354,1353,1986,43
"KX148104",0,1,1354,1353,1978,2
"MG458309",0,1,1354,1353,1978,2
"KX148161",0,1,1354,1353,1972,3
