"ID","cluster"
"KR906783","Cosmopolitan AF1b_B1"
"KR906786","Cosmopolitan AF1b_B1"
"KY210220","Cosmopolitan AF1b_B1"
"KY210221","Cosmopolitan AF1b_B1"
"KY210222","Cosmopolitan AF1b_B1"
"KR534229","Cosmopolitan AF1b_B1.1"
"KR534232","Cosmopolitan AF1b_B1.1"
"KR534233","Cosmopolitan AF1b_B1.1"
"KR906756","Cosmopolitan AF1b_B1.1"
"KR906760","Cosmopolitan AF1b_B1.1"
"KR906772","Cosmopolitan AF1b_B1.1"
"KY210267","Cosmopolitan AF1b_B1.1"
"MN726811","Cosmopolitan AF1b_B1.1.1"
"MN726822","Cosmopolitan AF1b_B1.1.1"
"MN726832","Cosmopolitan AF1b_B1.1.1"
"MN726802","Cosmopolitan AF1b_B1.2"
"MN726807","Cosmopolitan AF1b_B1.2"
"MN726808","Cosmopolitan AF1b_B1.2"
"MN726809","Cosmopolitan AF1b_B1.2"
"MN726817","Cosmopolitan AF1b_B1.2"
"MN726818","Cosmopolitan AF1b_B1.2"
"MN726820","Cosmopolitan AF1b_B1.2"
"MN726823","Cosmopolitan AF1b_B1.2"
"MN726828","Cosmopolitan AF1b_B1.2"
"MN726835","Cosmopolitan AF1b_B1.2"
"KR534253","Cosmopolitan AF1b_B1.2.1"
"KR906773","Cosmopolitan AF1b_B1.2.1"
"KR906780","Cosmopolitan AF1b_B1.2.1"
"KY210286","Cosmopolitan AF1b_B1.2.1"
"KY210308","Cosmopolitan AF1b_B1.2.1"
"KR906788","Cosmopolitan AF1b_B1.3"
"KR906741","Cosmopolitan AF1b_C1"
"KR906749","Cosmopolitan AF1b_C1"
"KR906753","Cosmopolitan AF1b_C1"
"KR906761","Cosmopolitan AF1b_C1"
"KR906767","Cosmopolitan AF1b_C1"
"KR906778","Cosmopolitan AF1b_F1"
"KR906781","Cosmopolitan AF1b_F1"
"KY210268","Cosmopolitan AF1b_F1"
"KY210278","Cosmopolitan AF1b_F1"
"KY210287","Cosmopolitan AF1b_F1"
"KY210288","Cosmopolitan AF1b_F1"
"KY210295","Cosmopolitan AF1b_F1"
"KY210296","Cosmopolitan AF1b_F1"
"MN726815","Cosmopolitan AF1b_F1"
"MN726825","Cosmopolitan AF1b_F1"
"KY210275","Cosmopolitan AF1b_A1.1.1"
"KR534219","Cosmopolitan AF1b_A1.4"
"KR534228","Cosmopolitan AF1b_A1.4"
"KR534231","Cosmopolitan AF1b_A1.4"
"KR534234","Cosmopolitan AF1b_A1.4"
"KR534238","Cosmopolitan AF1b_A1.4"
"KR534251","Cosmopolitan AF1b_A1.4"
"KR906734","Cosmopolitan AF1b_A1.4"
"KR906739","Cosmopolitan AF1b_A1.4"
"KR906743","Cosmopolitan AF1b_A1.4"
"KR906744","Cosmopolitan AF1b_A1.4"
"KR906759","Cosmopolitan AF1b_A1.4"
"KR906769","Cosmopolitan AF1b_A1.4"
"KR906774","Cosmopolitan AF1b_A1.4"
"KR906785","Cosmopolitan AF1b_A1.4"
"KR906791","Cosmopolitan AF1b_A1.4"
"KX148206","Cosmopolitan AF1b_A1.4"
"KX148207","Cosmopolitan AF1b_A1.4"
"KY210223","Cosmopolitan AF1b_A1.4"
"KY210253","Cosmopolitan AF1b_A1.4"
"KY210254","Cosmopolitan AF1b_A1.4"
"KY210255","Cosmopolitan AF1b_A1.4"
"KY210256","Cosmopolitan AF1b_A1.4"
"KY210264","Cosmopolitan AF1b_A1.4"
"KY210266","Cosmopolitan AF1b_A1.4"
"KY210280","Cosmopolitan AF1b_A1.4"
"KY210281","Cosmopolitan AF1b_A1.4"
"KY210282","Cosmopolitan AF1b_A1.4"
"KY210285","Cosmopolitan AF1b_A1.4"
"KY210306","Cosmopolitan AF1b_A1.4"
"LT909528","Cosmopolitan AF1b_A1.4"
"LT909534","Cosmopolitan AF1b_A1.4"
"MN726814","Cosmopolitan AF1b_A1.4"
"MN726816","Cosmopolitan AF1b_A1.4"
"MN726821","Cosmopolitan AF1b_A1.4"
"MN726829","Cosmopolitan AF1b_A1.4"
"MN726831","Cosmopolitan AF1b_A1.4"
"MN726833","Cosmopolitan AF1b_A1.4"
"KR534230","Cosmopolitan AF1b_A1.4.1"
"KR906770","Cosmopolitan AF1b_A1.4.1"
"KR906776","Cosmopolitan AF1b_A1.4.1"
"KR906777","Cosmopolitan AF1b_A1.4.1"
"KR906784","Cosmopolitan AF1b_A1.4.1"
"KR906789","Cosmopolitan AF1b_A1.4.1"
"KY210227","Cosmopolitan AF1b_A1.4.1"
"KY210233","Cosmopolitan AF1b_A1.4.1"
"KY210237","Cosmopolitan AF1b_A1.4.1"
"KY210240","Cosmopolitan AF1b_A1.4.1"
"KY210242","Cosmopolitan AF1b_A1.4.1"
"KY210257","Cosmopolitan AF1b_A1.4.1"
"KY210261","Cosmopolitan AF1b_A1.4.1"
"KY210269","Cosmopolitan AF1b_A1.4.1"
"KY210270","Cosmopolitan AF1b_A1.4.1"
"KY210274","Cosmopolitan AF1b_A1.4.1"
"KY210277","Cosmopolitan AF1b_A1.4.1"
"KY210279","Cosmopolitan AF1b_A1.4.1"
"KY210283","Cosmopolitan AF1b_A1.4.1"
"KY210284","Cosmopolitan AF1b_A1.4.1"
"KY210294","Cosmopolitan AF1b_A1.4.1"
"KY210304","Cosmopolitan AF1b_A1.4.1"
"KY210310","Cosmopolitan AF1b_A1.4.1"
"KR534252","Cosmopolitan AF1b_A1.4"
"KR906779","Cosmopolitan AF1b_A1.4"
"KR906790","Cosmopolitan AF1b_A1.4"
"KY210245","Cosmopolitan AF1b_A1.4"
"KY210252","Cosmopolitan AF1b_A1.4"
"KY210263","Cosmopolitan AF1b_A1.4"
"KY210309","Cosmopolitan AF1b_A1.4"
"KY210311","Cosmopolitan AF1b_A1.4"
"KR906762","Cosmopolitan AF1b_C1"
"KF155002","Cosmopolitan AF1b_C1.1"
"KR906740","Cosmopolitan AF1b_C1.1"
"KR906742","Cosmopolitan AF1b_C1.1"
"KR906750","Cosmopolitan AF1b_C1.1"
"KR906754","Cosmopolitan AF1b_C1.1"
"KR906768","Cosmopolitan AF1b_C1.1"
"MN726804","Cosmopolitan AF1b_C1.1"
"MN726824","Cosmopolitan AF1b_C1.1"
"MN726826","Cosmopolitan AF1b_C1.1"
"MN726827","Cosmopolitan AF1b_C1.1"
"KR906782","Cosmopolitan AF1b_D1"
"KY210259","Cosmopolitan AF1b_D1"
"KR534247","Cosmopolitan AF1b_D1.1"
"KR534254","Cosmopolitan AF1b_D1.1"
"KY210229","Cosmopolitan AF1b_D1.1"
"KY210238","Cosmopolitan AF1b_D1.1"
"KY210291","Cosmopolitan AF1b_D1.1"
"KR534244","Cosmopolitan AF1b_D1.1.1"
"KR534245","Cosmopolitan AF1b_D1.1.1"
"KR534246","Cosmopolitan AF1b_D1.1.1"
"KR534248","Cosmopolitan AF1b_D1.1.1"
"KR534249","Cosmopolitan AF1b_D1.1.1"
"KR906755","Cosmopolitan AF1b_D1.1.1"
"KR906758","Cosmopolitan AF1b_D1.1.1"
"KR906771","Cosmopolitan AF1b_D1.1.1"
"KR906787","Cosmopolitan AF1b_D1.1.1"
"KY210225","Cosmopolitan AF1b_D1.1.1"
"KY210231","Cosmopolitan AF1b_D1.1.1"
"KY210232","Cosmopolitan AF1b_D1.1.1"
"KY210234","Cosmopolitan AF1b_D1.1.1"
"KY210235","Cosmopolitan AF1b_D1.1.1"
"KY210239","Cosmopolitan AF1b_D1.1.1"
"KY210241","Cosmopolitan AF1b_D1.1.1"
"KY210243","Cosmopolitan AF1b_D1.1.1"
"KY210246","Cosmopolitan AF1b_D1.1.1"
"KY210247","Cosmopolitan AF1b_D1.1.1"
"KY210249","Cosmopolitan AF1b_D1.1.1"
"KY210250","Cosmopolitan AF1b_D1.1.1"
"KY210251","Cosmopolitan AF1b_D1.1.1"
"KY210258","Cosmopolitan AF1b_D1.1.1"
"KY210260","Cosmopolitan AF1b_D1.1.1"
"KY210271","Cosmopolitan AF1b_D1.1.1"
"KY210272","Cosmopolitan AF1b_D1.1.1"
"KY210289","Cosmopolitan AF1b_D1.1.1"
"KY210290","Cosmopolitan AF1b_D1.1.1"
"KY210292","Cosmopolitan AF1b_D1.1.1"
"KY210293","Cosmopolitan AF1b_D1.1.1"
"KY210299","Cosmopolitan AF1b_D1.1.1"
"KY210300","Cosmopolitan AF1b_D1.1.1"
"KY210301","Cosmopolitan AF1b_D1.1.1"
"KY210302","Cosmopolitan AF1b_D1.1.1"
"KY210307","Cosmopolitan AF1b_D1.1.1"
"KY210228","Cosmopolitan AF1b_B1"
"KR534235","Cosmopolitan AF1b_B1.3"
"KR534236","Cosmopolitan AF1b_B1.3"
"KR534237","Cosmopolitan AF1b_B1.3"
"KR534250","Cosmopolitan AF1b_B1.3"
"KR534256","Cosmopolitan AF1b_B1.3"
"KR906792","Cosmopolitan AF1b_B1.3"
"KY210224","Cosmopolitan AF1b_B1.3"
"KY210226","Cosmopolitan AF1b_B1.3"
"KY210230","Cosmopolitan AF1b_B1.3"
"KY210236","Cosmopolitan AF1b_B1.3"
"KY210244","Cosmopolitan AF1b_B1.3"
"KY210248","Cosmopolitan AF1b_B1.3"
"KY210262","Cosmopolitan AF1b_B1.3"
"KY210265","Cosmopolitan AF1b_B1.3"
"KY210273","Cosmopolitan AF1b_B1.3"
"KY210276","Cosmopolitan AF1b_B1.3"
"KY210297","Cosmopolitan AF1b_B1.3"
"KY210298","Cosmopolitan AF1b_B1.3"
"KY210303","Cosmopolitan AF1b_B1.3"
"KY210305","Cosmopolitan AF1b_B1.3"
"KT336432","Cosmopolitan AF1b_E1"
"MT454635","Cosmopolitan AF1b_E1"
"MT454631","Cosmopolitan AF1b_E1.1"
"MT454634","Cosmopolitan AF1b_E1.1"
"MT454636","Cosmopolitan AF1b_E1.1"
"MT454637","Cosmopolitan AF1b_E1.1"
"MT454639","Cosmopolitan AF1b_E1.1"
"MT454641","Cosmopolitan AF1b_E1.1"
"MT454648","Cosmopolitan AF1b_E1.1"
"MT454652","Cosmopolitan AF1b_E1.1"
"MT454653","Cosmopolitan AF1b_E1.1"
"MT454654","Cosmopolitan AF1b_E1.1"
